PA,SZ,AG,Pop
Sengkang,Sengkang Town Centre,45_to_49,4890
Sengkang,Sengkang Town Centre,50_to_54,4470
Sengkang,Sengkang Town Centre,55_to_59,4230
Sengkang,Sengkang Town Centre,60_to_64,3740
Sengkang,Sengkang Town Centre,65_to_69,2490
Sengkang,Sengkang Town Centre,70_to_74,1470
Sengkang,Sengkang Town Centre,75_to_79,880
Sengkang,Sengkang Town Centre,80_to_84,560
Sengkang,Sengkang Town Centre,85_to_89,290
Sengkang,Sengkang Town Centre,90_and_over,190
Sengkang,Sengkang West,0_to_4,0
Sengkang,Sengkang West,5_to_9,0
Sengkang,Sengkang West,10_to_14,0
Sengkang,Sengkang West,15_to_19,0
Sengkang,Sengkang West,20_to_24,0
Sengkang,Sengkang West,25_to_29,0
Sengkang,Sengkang West,30_to_34,0
Sengkang,Sengkang West,35_to_39,0
Sengkang,Sengkang West,40_to_44,0
Sengkang,Sengkang West,45_to_49,0
Sengkang,Sengkang West,50_to_54,0
Sengkang,Sengkang West,55_to_59,0
Sengkang,Sengkang West,60_to_64,0
Sengkang,Sengkang West,65_to_69,0
Sengkang,Sengkang West,70_to_74,0
Sengkang,Sengkang West,75_to_79,0
Sengkang,Sengkang West,80_to_84,0
Sengkang,Sengkang West,85_to_89,0
Sengkang,Sengkang West,90_and_over,0
Serangoon,Lorong Chuan,0_to_4,290
Serangoon,Lorong Chuan,5_to_9,370
Serangoon,Lorong Chuan,10_to_14,480
Serangoon,Lorong Chuan,15_to_19,580
Serangoon,Lorong Chuan,20_to_24,640
Serangoon,Lorong Chuan,25_to_29,650
Serangoon,Lorong Chuan,30_to_34,460
Serangoon,Lorong Chuan,35_to_39,450
Serangoon,Lorong Chuan,40_to_44,550
Serangoon,Lorong Chuan,45_to_49,680
Serangoon,Lorong Chuan,50_to_54,700
Serangoon,Lorong Chuan,55_to_59,720
Serangoon,Lorong Chuan,60_to_64,630
Serangoon,Lorong Chuan,65_to_69,430
Serangoon,Lorong Chuan,70_to_74,290
Serangoon,Lorong Chuan,75_to_79,190
Serangoon,Lorong Chuan,80_to_84,180
Serangoon,Lorong Chuan,85_to_89,80
Serangoon,Lorong Chuan,90_and_over,70
Serangoon,Seletar Hills,0_to_4,460
Serangoon,Seletar Hills,5_to_9,600
Serangoon,Seletar Hills,10_to_14,740
Serangoon,Seletar Hills,15_to_19,880
Serangoon,Seletar Hills,20_to_24,1090
Serangoon,Seletar Hills,25_to_29,1130
Serangoon,Seletar Hills,30_to_34,790
Serangoon,Seletar Hills,35_to_39,700
Serangoon,Seletar Hills,40_to_44,880
Serangoon,Seletar Hills,45_to_49,1050
Serangoon,Seletar Hills,50_to_54,1060
Serangoon,Seletar Hills,55_to_59,1180
Serangoon,Seletar Hills,60_to_64,1120
Serangoon,Seletar Hills,65_to_69,950
Serangoon,Seletar Hills,70_to_74,650
Serangoon,Seletar Hills,75_to_79,440
Serangoon,Seletar Hills,80_to_84,280
Serangoon,Seletar Hills,85_to_89,150
Serangoon,Seletar Hills,90_and_over,90
Serangoon,Serangoon Central,0_to_4,700
Serangoon,Serangoon Central,5_to_9,790
Serangoon,Serangoon Central,10_to_14,950
Serangoon,Serangoon Central,15_to_19,1230
Serangoon,Serangoon Central,20_to_24,1370
Serangoon,Serangoon Central,25_to_29,2080
Serangoon,Serangoon Central,30_to_34,1920
Serangoon,Serangoon Central,35_to_39,1560
Serangoon,Serangoon Central,40_to_44,1460
Serangoon,Serangoon Central,45_to_49,1840
Serangoon,Serangoon Central,50_to_54,1700
Serangoon,Serangoon Central,55_to_59,2120
Serangoon,Serangoon Central,60_to_64,2390
Serangoon,Serangoon Central,65_to_69,1870
Serangoon,Serangoon Central,70_to_74,1310
Serangoon,Serangoon Central,75_to_79,730
Serangoon,Serangoon Central,80_to_84,510
Serangoon,Serangoon Central,85_to_89,270
Serangoon,Serangoon Central,90_and_over,140
Serangoon,Serangoon Garden,0_to_4,1010
Serangoon,Serangoon Garden,5_to_9,1240
Serangoon,Serangoon Garden,10_to_14,1590
Serangoon,Serangoon Garden,15_to_19,1910
Serangoon,Serangoon Garden,20_to_24,2350
Serangoon,Serangoon Garden,25_to_29,2670
Serangoon,Serangoon Garden,30_to_34,2260
Serangoon,Serangoon Garden,35_to_39,2000
Serangoon,Serangoon Garden,40_to_44,2270
Serangoon,Serangoon Garden,45_to_49,2580
Serangoon,Serangoon Garden,50_to_54,2620
Serangoon,Serangoon Garden,55_to_59,2940
Serangoon,Serangoon Garden,60_to_64,3260
Serangoon,Serangoon Garden,65_to_69,2860
Serangoon,Serangoon Garden,70_to_74,1950
Serangoon,Serangoon Garden,75_to_79,1230
Serangoon,Serangoon Garden,80_to_84,890
Serangoon,Serangoon Garden,85_to_89,530
Serangoon,Serangoon Garden,90_and_over,320
Serangoon,Serangoon North,0_to_4,520
Serangoon,Serangoon North,5_to_9,630
Serangoon,Serangoon North,10_to_14,850
Serangoon,Serangoon North,15_to_19,1010
Serangoon,Serangoon North,20_to_24,1350
Serangoon,Serangoon North,25_to_29,1410
Serangoon,Serangoon North,30_to_34,960
Serangoon,Serangoon North,35_to_39,1000
Serangoon,Serangoon North,40_to_44,970
Serangoon,Serangoon North,45_to_49,1160
Serangoon,Serangoon North,50_to_54,1420
Serangoon,Serangoon North,55_to_59,1450
Serangoon,Serangoon North,60_to_64,1320
Serangoon,Serangoon North,65_to_69,950
Serangoon,Serangoon North,70_to_74,520
Serangoon,Serangoon North,75_to_79,290
Serangoon,Serangoon North,80_to_84,190
Serangoon,Serangoon North,85_to_89,120
Serangoon,Serangoon North,90_and_over,30
Serangoon,Serangoon North Ind Estate,0_to_4,0
Serangoon,Serangoon North Ind Estate,5_to_9,0
Serangoon,Serangoon North Ind Estate,10_to_14,0
Serangoon,Serangoon North Ind Estate,15_to_19,0
Serangoon,Serangoon North Ind Estate,20_to_24,0
Serangoon,Serangoon North Ind Estate,25_to_29,0
Serangoon,Serangoon North Ind Estate,30_to_34,0
Serangoon,Serangoon North Ind Estate,35_to_39,0
Serangoon,Serangoon North Ind Estate,40_to_44,0
Serangoon,Serangoon North Ind Estate,45_to_49,0
Serangoon,Serangoon North Ind Estate,50_to_54,0
Serangoon,Serangoon North Ind Estate,55_to_59,0
Serangoon,Serangoon North Ind Estate,60_to_64,0
Serangoon,Serangoon North Ind Estate,65_to_69,0
Serangoon,Serangoon North Ind Estate,70_to_74,0
Serangoon,Serangoon North Ind Estate,75_to_79,0
Serangoon,Serangoon North Ind Estate,80_to_84,0
Serangoon,Serangoon North Ind Estate,85_to_89,0
Serangoon,Serangoon North Ind Estate,90_and_over,0
Serangoon,Upper Paya Lebar,0_to_4,540
Serangoon,Upper Paya Lebar,5_to_9,720
Serangoon,Upper Paya Lebar,10_to_14,710
Serangoon,Upper Paya Lebar,15_to_19,780
Serangoon,Upper Paya Lebar,20_to_24,970
Serangoon,Upper Paya Lebar,25_to_29,1460
Serangoon,Upper Paya Lebar,30_to_34,1240
Serangoon,Upper Paya Lebar,35_to_39,1030
Serangoon,Upper Paya Lebar,40_to_44,1090
Serangoon,Upper Paya Lebar,45_to_49,1080
Serangoon,Upper Paya Lebar,50_to_54,1140
Serangoon,Upper Paya Lebar,55_to_59,1280
Serangoon,Upper Paya Lebar,60_to_64,1360
Serangoon,Upper Paya Lebar,65_to_69,1070
Serangoon,Upper Paya Lebar,70_to_74,760
Serangoon,Upper Paya Lebar,75_to_79,460
Serangoon,Upper Paya Lebar,80_to_84,300
Serangoon,Upper Paya Lebar,85_to_89,170
Serangoon,Upper Paya Lebar,90_and_over,80
Simpang,Pulau Seletar,0_to_4,0
Simpang,Pulau Seletar,5_to_9,0
Simpang,Pulau Seletar,10_to_14,0
Simpang,Pulau Seletar,15_to_19,0
Simpang,Pulau Seletar,20_to_24,0
Simpang,Pulau Seletar,25_to_29,0
Simpang,Pulau Seletar,30_to_34,0
Simpang,Pulau Seletar,35_to_39,0
Simpang,Pulau Seletar,40_to_44,0
Simpang,Pulau Seletar,45_to_49,0
Simpang,Pulau Seletar,50_to_54,0
Simpang,Pulau Seletar,55_to_59,0
Simpang,Pulau Seletar,60_to_64,0
Simpang,Pulau Seletar,65_to_69,0
Simpang,Pulau Seletar,70_to_74,0
Simpang,Pulau Seletar,75_to_79,0
Simpang,Pulau Seletar,80_to_84,0
Simpang,Pulau Seletar,85_to_89,0
Simpang,Pulau Seletar,90_and_over,0
Simpang,Simpang North,0_to_4,0
Simpang,Simpang North,5_to_9,0
Simpang,Simpang North,10_to_14,0
Simpang,Simpang North,15_to_19,0
Simpang,Simpang North,20_to_24,0
Simpang,Simpang North,25_to_29,0
Simpang,Simpang North,30_to_34,0
Simpang,Simpang North,35_to_39,0
Simpang,Simpang North,40_to_44,0
Simpang,Simpang North,45_to_49,0
Simpang,Simpang North,50_to_54,0
Simpang,Simpang North,55_to_59,0
Simpang,Simpang North,60_to_64,0
Simpang,Simpang North,65_to_69,0
Simpang,Simpang North,70_to_74,0
Simpang,Simpang North,75_to_79,0
Simpang,Simpang North,80_to_84,0
Simpang,Simpang North,85_to_89,0
Simpang,Simpang North,90_and_over,0
Simpang,Simpang South,0_to_4,0
Simpang,Simpang South,5_to_9,0
Simpang,Simpang South,10_to_14,0
Simpang,Simpang South,15_to_19,0
Simpang,Simpang South,20_to_24,0
Simpang,Simpang South,25_to_29,0
Simpang,Simpang South,30_to_34,0
Simpang,Simpang South,35_to_39,0
Simpang,Simpang South,40_to_44,0
Simpang,Simpang South,45_to_49,0
Simpang,Simpang South,50_to_54,0
Simpang,Simpang South,55_to_59,0
Simpang,Simpang South,60_to_64,0
Simpang,Simpang South,65_to_69,0
Simpang,Simpang South,70_to_74,0
Simpang,Simpang South,75_to_79,0
Simpang,Simpang South,80_to_84,0
Simpang,Simpang South,85_to_89,0
Simpang,Simpang South,90_and_over,0
Simpang,Tanjong Irau,0_to_4,0
Simpang,Tanjong Irau,5_to_9,0
Simpang,Tanjong Irau,10_to_14,0
Simpang,Tanjong Irau,15_to_19,0
Simpang,Tanjong Irau,20_to_24,0
Simpang,Tanjong Irau,25_to_29,0
Simpang,Tanjong Irau,30_to_34,0
Simpang,Tanjong Irau,35_to_39,0
Simpang,Tanjong Irau,40_to_44,0
Simpang,Tanjong Irau,45_to_49,0
Simpang,Tanjong Irau,50_to_54,0
Simpang,Tanjong Irau,55_to_59,0
Simpang,Tanjong Irau,60_to_64,0
Simpang,Tanjong Irau,65_to_69,0
Simpang,Tanjong Irau,70_to_74,0
Simpang,Tanjong Irau,75_to_79,0
Simpang,Tanjong Irau,80_to_84,0
Simpang,Tanjong Irau,85_to_89,0
Simpang,Tanjong Irau,90_and_over,0
Singapore River,Boat Quay,0_to_4,0
Singapore River,Boat Quay,5_to_9,0
Singapore River,Boat Quay,10_to_14,0
Singapore River,Boat Quay,15_to_19,0
Singapore River,Boat Quay,20_to_24,0
Singapore River,Boat Quay,25_to_29,0
Singapore River,Boat Quay,30_to_34,0
Singapore River,Boat Quay,35_to_39,10
Singapore River,Boat Quay,40_to_44,0
Singapore River,Boat Quay,45_to_49,10
Singapore River,Boat Quay,50_to_54,10
Singapore River,Boat Quay,55_to_59,10
Singapore River,Boat Quay,60_to_64,10
Singapore River,Boat Quay,65_to_69,0
Singapore River,Boat Quay,70_to_74,10
Singapore River,Boat Quay,75_to_79,10
Singapore River,Boat Quay,80_to_84,0
Singapore River,Boat Quay,85_to_89,0
Singapore River,Boat Quay,90_and_over,0
Singapore River,Clarke Quay,0_to_4,0
Singapore River,Clarke Quay,5_to_9,0
Singapore River,Clarke Quay,10_to_14,0
Singapore River,Clarke Quay,15_to_19,0
Singapore River,Clarke Quay,20_to_24,0
Singapore River,Clarke Quay,25_to_29,0
Singapore River,Clarke Quay,30_to_34,10
Singapore River,Clarke Quay,35_to_39,10
Singapore River,Clarke Quay,40_to_44,10
Singapore River,Clarke Quay,45_to_49,10
Singapore River,Clarke Quay,50_to_54,0
Singapore River,Clarke Quay,55_to_59,10
Singapore River,Clarke Quay,60_to_64,0
Singapore River,Clarke Quay,65_to_69,0
Singapore River,Clarke Quay,70_to_74,0
Singapore River,Clarke Quay,75_to_79,0
Singapore River,Clarke Quay,80_to_84,0
Singapore River,Clarke Quay,85_to_89,0
Singapore River,Clarke Quay,90_and_over,10
Singapore River,Robertson Quay,0_to_4,220
Singapore River,Robertson Quay,5_to_9,200
Singapore River,Robertson Quay,10_to_14,160
Singapore River,Robertson Quay,15_to_19,110
Singapore River,Robertson Quay,20_to_24,80
Singapore River,Robertson Quay,25_to_29,110
Singapore River,Robertson Quay,30_to_34,170
Singapore River,Robertson Quay,35_to_39,320
Singapore River,Robertson Quay,40_to_44,400
Singapore River,Robertson Quay,45_to_49,340
Singapore River,Robertson Quay,50_to_54,200
Singapore River,Robertson Quay,55_to_59,160
Singapore River,Robertson Quay,60_to_64,120
Singapore River,Robertson Quay,65_to_69,80
Singapore River,Robertson Quay,70_to_74,70
Singapore River,Robertson Quay,75_to_79,30
Singapore River,Robertson Quay,80_to_84,20
Singapore River,Robertson Quay,85_to_89,10
Singapore River,Robertson Quay,90_and_over,10
Southern Islands,Sentosa,0_to_4,120
Southern Islands,Sentosa,5_to_9,110
Southern Islands,Sentosa,10_to_14,110
Southern Islands,Sentosa,15_to_19,90
Southern Islands,Sentosa,20_to_24,90
Southern Islands,Sentosa,25_to_29,70
Southern Islands,Sentosa,30_to_34,80
Southern Islands,Sentosa,35_to_39,160
Southern Islands,Sentosa,40_to_44,190
Southern Islands,Sentosa,45_to_49,250
Southern Islands,Sentosa,50_to_54,190
Southern Islands,Sentosa,55_to_59,180
Southern Islands,Sentosa,60_to_64,110
Southern Islands,Sentosa,65_to_69,70
Southern Islands,Sentosa,70_to_74,40
Southern Islands,Sentosa,75_to_79,20
Southern Islands,Sentosa,80_to_84,0
Southern Islands,Sentosa,85_to_89,0
Southern Islands,Sentosa,90_and_over,0
Southern Islands,Southern Group,0_to_4,0
Southern Islands,Southern Group,5_to_9,0
Southern Islands,Southern Group,10_to_14,0
Southern Islands,Southern Group,15_to_19,0
Southern Islands,Southern Group,20_to_24,0
Southern Islands,Southern Group,25_to_29,0
Southern Islands,Southern Group,30_to_34,0
Southern Islands,Southern Group,35_to_39,0
Southern Islands,Southern Group,40_to_44,0
Southern Islands,Southern Group,45_to_49,0
Southern Islands,Southern Group,50_to_54,0
Southern Islands,Southern Group,55_to_59,0
Southern Islands,Southern Group,60_to_64,0
Southern Islands,Southern Group,65_to_69,0
Southern Islands,Southern Group,70_to_74,0
Southern Islands,Southern Group,75_to_79,0
Southern Islands,Southern Group,80_to_84,0
Southern Islands,Southern Group,85_to_89,0
Southern Islands,Southern Group,90_and_over,0
Straits View,Straits View,0_to_4,0
Straits View,Straits View,5_to_9,0
Straits View,Straits View,10_to_14,0
Straits View,Straits View,15_to_19,0
Straits View,Straits View,20_to_24,0
Straits View,Straits View,25_to_29,0
Straits View,Straits View,30_to_34,0
Straits View,Straits View,35_to_39,0
Straits View,Straits View,40_to_44,0
Straits View,Straits View,45_to_49,0
Straits View,Straits View,50_to_54,0
Straits View,Straits View,55_to_59,0
Straits View,Straits View,60_to_64,0
Straits View,Straits View,65_to_69,0
Straits View,Straits View,70_to_74,0
Straits View,Straits View,75_to_79,0
Straits View,Straits View,80_to_84,0
Straits View,Straits View,85_to_89,0
Straits View,Straits View,90_and_over,0
Sungei Kadut,Gali Batu,0_to_4,0
Sungei Kadut,Gali Batu,5_to_9,0
Sungei Kadut,Gali Batu,10_to_14,0
Sungei Kadut,Gali Batu,15_to_19,0
Sungei Kadut,Gali Batu,20_to_24,0
Sungei Kadut,Gali Batu,25_to_29,0
Sungei Kadut,Gali Batu,30_to_34,0
Sungei Kadut,Gali Batu,35_to_39,0
Sungei Kadut,Gali Batu,40_to_44,0
Sungei Kadut,Gali Batu,45_to_49,0
Sungei Kadut,Gali Batu,50_to_54,0
Sungei Kadut,Gali Batu,55_to_59,0
Sungei Kadut,Gali Batu,60_to_64,0
Sungei Kadut,Gali Batu,65_to_69,0
Sungei Kadut,Gali Batu,70_to_74,0
Sungei Kadut,Gali Batu,75_to_79,0
Sungei Kadut,Gali Batu,80_to_84,0
Sungei Kadut,Gali Batu,85_to_89,0
Sungei Kadut,Gali Batu,90_and_over,0
Sungei Kadut,Kranji,0_to_4,0
Sungei Kadut,Kranji,5_to_9,0
Sungei Kadut,Kranji,10_to_14,0
Sungei Kadut,Kranji,15_to_19,0
Sungei Kadut,Kranji,20_to_24,0
Sungei Kadut,Kranji,25_to_29,0
Sungei Kadut,Kranji,30_to_34,0
Sungei Kadut,Kranji,35_to_39,0
Sungei Kadut,Kranji,40_to_44,0
Sungei Kadut,Kranji,45_to_49,0
Sungei Kadut,Kranji,50_to_54,0
Sungei Kadut,Kranji,55_to_59,0
Sungei Kadut,Kranji,60_to_64,0
Sungei Kadut,Kranji,65_to_69,0
Sungei Kadut,Kranji,70_to_74,0
Sungei Kadut,Kranji,75_to_79,0
Sungei Kadut,Kranji,80_to_84,0
Sungei Kadut,Kranji,85_to_89,0
Sungei Kadut,Kranji,90_and_over,0
Sungei Kadut,Pang Sua,0_to_4,0
Sungei Kadut,Pang Sua,5_to_9,0
Sungei Kadut,Pang Sua,10_to_14,0
Sungei Kadut,Pang Sua,15_to_19,0
Sungei Kadut,Pang Sua,20_to_24,0
Sungei Kadut,Pang Sua,25_to_29,0
Sungei Kadut,Pang Sua,30_to_34,0
Sungei Kadut,Pang Sua,35_to_39,0
Sungei Kadut,Pang Sua,40_to_44,0
Sungei Kadut,Pang Sua,45_to_49,0
Sungei Kadut,Pang Sua,50_to_54,0
Sungei Kadut,Pang Sua,55_to_59,0
Sungei Kadut,Pang Sua,60_to_64,0
Sungei Kadut,Pang Sua,65_to_69,0
Sungei Kadut,Pang Sua,70_to_74,0
Sungei Kadut,Pang Sua,75_to_79,0
Sungei Kadut,Pang Sua,80_to_84,0
Sungei Kadut,Pang Sua,85_to_89,0
Sungei Kadut,Pang Sua,90_and_over,0
Sungei Kadut,Reservoir View,0_to_4,0
Sungei Kadut,Reservoir View,5_to_9,0
Sungei Kadut,Reservoir View,10_to_14,0
Sungei Kadut,Reservoir View,15_to_19,0
Sungei Kadut,Reservoir View,20_to_24,0
Sungei Kadut,Reservoir View,25_to_29,0
Sungei Kadut,Reservoir View,30_to_34,0
Sungei Kadut,Reservoir View,35_to_39,0
Sungei Kadut,Reservoir View,40_to_44,0
Sungei Kadut,Reservoir View,45_to_49,0
Sungei Kadut,Reservoir View,50_to_54,0
Sungei Kadut,Reservoir View,55_to_59,0
Sungei Kadut,Reservoir View,60_to_64,0
Sungei Kadut,Reservoir View,65_to_69,0
Sungei Kadut,Reservoir View,70_to_74,0
Sungei Kadut,Reservoir View,75_to_79,0
Sungei Kadut,Reservoir View,80_to_84,0
Sungei Kadut,Reservoir View,85_to_89,0
Sungei Kadut,Reservoir View,90_and_over,0
Sungei Kadut,Turf Club,0_to_4,20
Sungei Kadut,Turf Club,5_to_9,40
Sungei Kadut,Turf Club,10_to_14,20
Sungei Kadut,Turf Club,15_to_19,40
Sungei Kadut,Turf Club,20_to_24,50
Sungei Kadut,Turf Club,25_to_29,60
Sungei Kadut,Turf Club,30_to_34,40
Sungei Kadut,Turf Club,35_to_39,40
Sungei Kadut,Turf Club,40_to_44,40
Sungei Kadut,Turf Club,45_to_49,50
Sungei Kadut,Turf Club,50_to_54,50
Sungei Kadut,Turf Club,55_to_59,50
Sungei Kadut,Turf Club,60_to_64,50
Sungei Kadut,Turf Club,65_to_69,40
Sungei Kadut,Turf Club,70_to_74,40
Sungei Kadut,Turf Club,75_to_79,30
Sungei Kadut,Turf Club,80_to_84,30
Sungei Kadut,Turf Club,85_to_89,10
Sungei Kadut,Turf Club,90_and_over,0
Tampines,Simei,0_to_4,1490
Tampines,Simei,5_to_9,1740
Tampines,Simei,10_to_14,2000
Tampines,Simei,15_to_19,2240
Tampines,Simei,20_to_24,2800
Tampines,Simei,25_to_29,3350
Tampines,Simei,30_to_34,2480
Tampines,Simei,35_to_39,2780
Tampines,Simei,40_to_44,2950
Tampines,Simei,45_to_49,3080
Tampines,Simei,50_to_54,3010
Tampines,Simei,55_to_59,3520
Tampines,Simei,60_to_64,3130
Tampines,Simei,65_to_69,2350
Tampines,Simei,70_to_74,1420
Tampines,Simei,75_to_79,780
Tampines,Simei,80_to_84,530
Tampines,Simei,85_to_89,310
Tampines,Simei,90_and_over,200
Tampines,Tampines East,0_to_4,5700
Tampines,Tampines East,5_to_9,5480
Tampines,Tampines East,10_to_14,6060
Tampines,Tampines East,15_to_19,7170
Tampines,Tampines East,20_to_24,9850
Tampines,Tampines East,25_to_29,11210
Tampines,Tampines East,30_to_34,9570
Tampines,Tampines East,35_to_39,9080
Tampines,Tampines East,40_to_44,8150
Tampines,Tampines East,45_to_49,8670
Tampines,Tampines East,50_to_54,10350
Tampines,Tampines East,55_to_59,11590
Tampines,Tampines East,60_to_64,11160
Tampines,Tampines East,65_to_69,8120
Tampines,Tampines East,70_to_74,4800
Tampines,Tampines East,75_to_79,2680
Tampines,Tampines East,80_to_84,1760
Tampines,Tampines East,85_to_89,970
Tampines,Tampines East,90_and_over,530
Tampines,Tampines North,0_to_4,300
Tampines,Tampines North,5_to_9,150
Tampines,Tampines North,10_to_14,90
Tampines,Tampines North,15_to_19,70
Tampines,Tampines North,20_to_24,90
Tampines,Tampines North,25_to_29,330
Tampines,Tampines North,30_to_34,420
Tampines,Tampines North,35_to_39,220
Tampines,Tampines North,40_to_44,130
Tampines,Tampines North,45_to_49,100
Tampines,Tampines North,50_to_54,140
Tampines,Tampines North,55_to_59,70
Tampines,Tampines North,60_to_64,90
Tampines,Tampines North,65_to_69,80
Tampines,Tampines North,70_to_74,50
Tampines,Tampines North,75_to_79,30
Tampines,Tampines North,80_to_84,40
Tampines,Tampines North,85_to_89,40
Tampines,Tampines North,90_and_over,10
Tampines,Tampines West,0_to_4,3800
Tampines,Tampines West,5_to_9,3740
Tampines,Tampines West,10_to_14,3840
Tampines,Tampines West,15_to_19,4400
Tampines,Tampines West,20_to_24,5660
Tampines,Tampines West,25_to_29,6410
Tampines,Tampines West,30_to_34,6150
Tampines,Tampines West,35_to_39,5780
Tampines,Tampines West,40_to_44,5340
Tampines,Tampines West,45_to_49,5450
Tampines,Tampines West,50_to_54,5780
Tampines,Tampines West,55_to_59,6580
Tampines,Tampines West,60_to_64,6380
Tampines,Tampines West,65_to_69,4600
Tampines,Tampines West,70_to_74,2680
Tampines,Tampines West,75_to_79,1450
Tampines,Tampines West,80_to_84,940
Tampines,Tampines West,85_to_89,520
Tampines,Tampines West,90_and_over,280
Tampines,Xilin,0_to_4,30
Tampines,Xilin,5_to_9,70
Tampines,Xilin,10_to_14,70
Tampines,Xilin,15_to_19,120
Tampines,Xilin,20_to_24,170
Tampines,Xilin,25_to_29,160
Tampines,Xilin,30_to_34,100
Tampines,Xilin,35_to_39,70
Tampines,Xilin,40_to_44,80
Tampines,Xilin,45_to_49,120
Tampines,Xilin,50_to_54,160
Tampines,Xilin,55_to_59,220
Tampines,Xilin,60_to_64,170
Tampines,Xilin,65_to_69,80
Tampines,Xilin,70_to_74,60
Tampines,Xilin,75_to_79,20
Tampines,Xilin,80_to_84,20
Tampines,Xilin,85_to_89,10
Tampines,Xilin,90_and_over,0
Tanglin,Chatsworth,0_to_4,360
Tanglin,Chatsworth,5_to_9,430
Tanglin,Chatsworth,10_to_14,410
Tanglin,Chatsworth,15_to_19,290
Tanglin,Chatsworth,20_to_24,250
Tanglin,Chatsworth,25_to_29,300
Tanglin,Chatsworth,30_to_34,430
Tanglin,Chatsworth,35_to_39,610
Tanglin,Chatsworth,40_to_44,770
Tanglin,Chatsworth,45_to_49,720
Tanglin,Chatsworth,50_to_54,550
Tanglin,Chatsworth,55_to_59,410
Tanglin,Chatsworth,60_to_64,330
Tanglin,Chatsworth,65_to_69,310
Tanglin,Chatsworth,70_to_74,240
Tanglin,Chatsworth,75_to_79,160
Tanglin,Chatsworth,80_to_84,90
Tanglin,Chatsworth,85_to_89,60
Tanglin,Chatsworth,90_and_over,30
Tanglin,Nassim,0_to_4,520
Tanglin,Nassim,5_to_9,830
Tanglin,Nassim,10_to_14,620
Tanglin,Nassim,15_to_19,540
Tanglin,Nassim,20_to_24,460
Tanglin,Nassim,25_to_29,440
Tanglin,Nassim,30_to_34,480
Tanglin,Nassim,35_to_39,720
Tanglin,Nassim,40_to_44,920
Tanglin,Nassim,45_to_49,910
Tanglin,Nassim,50_to_54,740
Tanglin,Nassim,55_to_59,630
Tanglin,Nassim,60_to_64,550
Tanglin,Nassim,65_to_69,490
Tanglin,Nassim,70_to_74,350
Tanglin,Nassim,75_to_79,200
Tanglin,Nassim,80_to_84,120
Tanglin,Nassim,85_to_89,80
Tanglin,Nassim,90_and_over,70
Tanglin,Ridout,0_to_4,70
Tanglin,Ridout,5_to_9,90
Tanglin,Ridout,10_to_14,70
Tanglin,Ridout,15_to_19,70
Tanglin,Ridout,20_to_24,70
Tanglin,Ridout,25_to_29,80
Tanglin,Ridout,30_to_34,100
Tanglin,Ridout,35_to_39,90
Tanglin,Ridout,40_to_44,120
Tanglin,Ridout,45_to_49,110
Tanglin,Ridout,50_to_54,120
Tanglin,Ridout,55_to_59,110
Tanglin,Ridout,60_to_64,100
Tanglin,Ridout,65_to_69,90
Tanglin,Ridout,70_to_74,80
Tanglin,Ridout,75_to_79,40
Tanglin,Ridout,80_to_84,40
Tanglin,Ridout,85_to_89,20
Tanglin,Ridout,90_and_over,20
Tanglin,Tyersall,0_to_4,160
Tanglin,Tyersall,5_to_9,230
Tanglin,Tyersall,10_to_14,230
Tanglin,Tyersall,15_to_19,200
Tanglin,Tyersall,20_to_24,210
Tanglin,Tyersall,25_to_29,230
Tanglin,Tyersall,30_to_34,210
Tanglin,Tyersall,35_to_39,230
Tanglin,Tyersall,40_to_44,290
Tanglin,Tyersall,45_to_49,350
Tanglin,Tyersall,50_to_54,330
Tanglin,Tyersall,55_to_59,310
Tanglin,Tyersall,60_to_64,230
Tanglin,Tyersall,65_to_69,210
Tanglin,Tyersall,70_to_74,160
Tanglin,Tyersall,75_to_79,100
Tanglin,Tyersall,80_to_84,70
Tanglin,Tyersall,85_to_89,30
Tanglin,Tyersall,90_and_over,20
Tengah,Tengah,0_to_4,0
Tengah,Tengah,5_to_9,0
Tengah,Tengah,10_to_14,0
Tengah,Tengah,15_to_19,0
Tengah,Tengah,20_to_24,0
Tengah,Tengah,25_to_29,0
Tengah,Tengah,30_to_34,0
Tengah,Tengah,35_to_39,0
Tengah,Tengah,40_to_44,0
Tengah,Tengah,45_to_49,0
Tengah,Tengah,50_to_54,0
Tengah,Tengah,55_to_59,0
Tengah,Tengah,60_to_64,0
Tengah,Tengah,65_to_69,0
Tengah,Tengah,70_to_74,0
Tengah,Tengah,75_to_79,0
Tengah,Tengah,80_to_84,0
Tengah,Tengah,85_to_89,0
Tengah,Tengah,90_and_over,0
Toa Payoh,Bidadari,0_to_4,0
Toa Payoh,Bidadari,5_to_9,0
Toa Payoh,Bidadari,10_to_14,0
Toa Payoh,Bidadari,15_to_19,0
Toa Payoh,Bidadari,20_to_24,0
Toa Payoh,Bidadari,25_to_29,0
Toa Payoh,Bidadari,30_to_34,0
Toa Payoh,Bidadari,35_to_39,0
Toa Payoh,Bidadari,40_to_44,0
Toa Payoh,Bidadari,45_to_49,0
Toa Payoh,Bidadari,50_to_54,0
Toa Payoh,Bidadari,55_to_59,0
Toa Payoh,Bidadari,60_to_64,0
Toa Payoh,Bidadari,65_to_69,0
Toa Payoh,Bidadari,70_to_74,0
Toa Payoh,Bidadari,75_to_79,0
Toa Payoh,Bidadari,80_to_84,0
